species,year,decimalLongitude,decimalLatitude
Salmea scandens,2002,-84.094444,9.972222
Bidens pilosa,2004,-84.383333,9.966667
Ornithocephalus montealegreae,2002,-83.823333,9.831667
Draconopteris draconoptera,2008,-84.0,10.0
Pernettya prostrata,2023,-84.10174,10.10471
Piper pertractatum,2020,-84.0683,9.998
Wedelia filipes,2004,-83.933333,9.95
Emilia fosbergii,2004,-84.383333,9.966667
Gamochaeta pensylvanica,2004,-84.1,9.983333
Pontederia crassipes,2023,-84.10174,10.10471
Hydrocharis laevigata,2023,-84.10174,10.10471
Sanchezia parvibracteata,2019,-84.244444,9.955833
Freziera candicans,2023,-84.10806,10.10004
Biophytum dendroides,2019,-84.244444,9.955833
Miconia subpeltata,2003,-83.783333,9.755556
Diplopterygium bancroftii,2008,-83.990278,9.790278
Pavonia dasypetala,2022,-84.0675,9.998056
Decachaeta thieleana,2002,-84.27333,9.906667
Digitaria eriantha,2003,-84.04083,10.044444
Echinochloa colonum,2000,-83.81859,9.759833
Dracaena trifasciata,2002,-84.18056,9.908333
Lycianthes beckneriana,2005,-84.12238,10.116272
Hydrocotyle umbellata,2005,-84.18611,9.890278
Panicum trichoides,2005,-84.26667,9.911111
Oplismenus hirtellus,2004,-84.0675,9.998056
Lasiacis rhizophora,2003,-84.0675,9.998056
Youngia japonica,2003,-84.0675,9.998056
Hyophila involuta,2008,-84.116667,10.1
Macromitrium guatemalense,2008,-84.133333,10.116667
Sapindus saponaria,2004,-84.15324,9.920767
Fleischmannia pycnocephala,2006,-84.10611,10.089444
Piqueria trinervia,2004,-83.86667,9.95
Wedelia acapulcensis,2001,-84.26389,9.997222
Otopappus verbesinoides,2003,-84.26951,9.901377
Muhlenbergia uniseta,2003,-84.04083,10.044444
Zanthoxylum rhoifolium,2006,-84.25528,9.898889
Ludwigia peruviana,2005,-83.80278,9.766667
Pilea parietaria,2005,-84.08278,10.075
Anthurium protensum,2005,-84.15463,9.883245
Lasiacis maculata,2005,-84.26667,9.911111
Critonia morifolia,2005,-84.30142,9.904089
Acmella radicans,2004,-84.15324,9.920767
Hymenostephium cordatum,2005,-84.0675,9.998056
Paspalum candidum,2004,-84.0675,9.998056
Alocasia cucullata,2002,-84.20184,9.932097
Clibadium leiocarpum,2004,-83.95583,9.964167
Tradescantia poelliae,2007,-84.13944,9.873139
Ageratum conyzoides,2002,-84.26528,9.922222
Staphylea occidentalis,2008,-84.02425,10.051444
Hippeastrum elegans,2000,-84.18836,9.896378
Philodendron jacquinii,2004,-84.15556,9.916667
Lagascea mollis,2002,-84.09444,9.972222
Meiothecium boryanum,2008,-84.116667,10.0
Groutiella maracaibensis,2008,-83.8,9.916667
Trixis inula,2003,-84.26951,9.901377
Paspalum candidum,2002,-83.81528,9.936111
Paspalum candidum,2002,-84.01667,9.830556
Ludwigia peruviana,2001,-84.275,9.877778
Lasianthaea fruticosa,2004,-84.15556,9.916667
Forestiera cartaginensis,2006,-84.16167,9.906111
Tanacetum parthenium,2002,-84.09444,9.972222
Prockia crucis,2002,-84.266667,9.911111
Salmea scandens,2002,-84.094444,9.972222
Salmea scandens,2002,-84.094444,9.972222
Piper cucullatum,2003,-84.4,9.968333
Asplenium lobulopartitum,2014,-83.867222,9.764444
Miconia subpeltata,2003,-83.783333,9.755556
Citrus latifolia,2006,-84.0675,9.998056
Sonchus oleraceus,2004,-84.15369,9.932521
Prunus rhamnoides,2003,-84.10611,10.089444
Mikania micrantha,2002,-84.27333,9.906667
Leersia hexandra,2003,-83.98889,10.047222
Chamaedorea parvifolia,2002,-84.01667,9.830556
Zeugites pittieri,2002,-84.18056,9.908333
Lycianthes furcatistellata,2006,-83.96389,10.009722
Frangula capreifolia,2005,-84.12333,10.121667
Polygala paniculata,2005,-84.18611,9.890278
Cyclospermum leptophyllum,2005,-84.09445,9.972222
Serpocaulon triseriale,2008,-84.0675,9.998056
Tagetes filifolia,2005,-84.16374,9.907667
Lysimachia arvensis,2009,-83.883889,9.914
Miconia subpeltata,2003,-83.783333,9.755556
Pseudogynoxys cumingii,2005,-84.26667,9.883333
Passiflora holosericea,2004,-84.163727,9.924841
Peperomia palmana,2008,-84.10611,10.089444
Dendropanax capillaris,2008,-83.97046,9.890326
Jungia ferruginea,2006,-83.96389,10.009722
Smallanthus maculatus,2001,-84.10778,9.840278
Elephantopus mollis,2003,-84.45833,9.927778
Aristolochia maxima,2008,-84.09444,9.970833
Cavendishia bracteata,2005,-84.12333,10.121667
Morronea arundinariae,2005,-84.15611,9.890833
Vernonanthura patens,2005,-84.30142,9.904089
Persea caerulea,2006,-84.0675,9.998056
Monstera lentii,2010,-84.01222,10.059448
Meiothecium boryanum,2008,-84.116667,10.0
Passiflora sexflora,2001,-84.122222,10.116667
Senecio vulgaris,2004,-83.933333,9.95
Wedelia filipes,2004,-83.933333,9.95
Erigeron annuus,2004,-83.883333,9.933333
Bidens alba,2004,-83.933333,9.95
Gamochaeta purpurea,2004,-83.883333,9.933333
Gamochaeta pensylvanica,2004,-84.1,9.983333
Wedelia filipes,2004,-83.933333,9.95
Galinsoga quadriradiata,2004,-84.383333,9.966667
Passiflora membranacea,2000,-84.121667,10.133056
Kimnachia ramulosa,2016,-84.0678,9.998
Escallonia rubra,2023,-84.10174,10.10471
Bidens alba,2004,-83.933333,9.95
Morella pubescens,2023,-84.10174,10.10471
Piper pertractatum,2020,-84.0683,9.998
Podachaenium eminens,2020,-84.0683,9.998
Emilia fosbergii,2004,-84.383333,9.966667
Gamochaeta pensylvanica,2004,-84.1,9.983333
Myriophyllum aquaticum,2023,-84.10174,10.10471
Clusia salvinii,2023,-84.10806,10.10004
Dichapetalum reliquum,2003,-84.30142,9.904089
Sobralia abel-arayae,2006,-83.824167,9.801389
Piper bredemeyeri,2023,-84.10806,10.10004
Ageratina badia,2023,-84.10174,10.10471
Archibaccharis schiedeana,2020,-84.0683,9.998
Phaseolus lunatus,2023,-84.06685,10.00056
Tillandsia fasciculata,2022,-84.0675,9.998056
Clavija biborrana,2005,-84.26667,9.883333
Lycopodium clavatum,2023,-84.10806,10.10004
Asplenium lobulopartitum,2014,-83.867222,9.764444
Marathrum foeniculaceum,2000,-84.133333,10.116667
Hibiscus acetosella,2014,-84.0675,9.998056
Erythrina lanceolata,2005,-84.069444,9.994444
Piper aserrianum,2005,-83.979167,9.891667
Miconia subpeltata,2003,-83.783333,9.755556
Wercklea insignis,2007,-84.0675,9.998056
Casuarina cunninghamiana,2009,-84.071111,9.934444
Calea jamaicensis,2002,-84.26528,9.922222
Ludwigia peruviana,2002,-84.01667,9.830556
Oplismenus burmanni,2006,-84.15775,9.944678
Anthurium pittieri,2005,-84.08278,10.075
Monnina pittieri,2005,-84.15611,9.890833
Cenchrus setosus,2005,-84.26667,9.911111
Calea jamaicensis,2004,-84.15324,9.920767
Forestiera cartaginensis,2006,-84.16694,9.912222
Salmea scandens,2005,-84.0675,9.998056
Ocotea cernua,2005,-84.30142,9.904089
Melinis minutiflora,2004,-84.06806,10.001389
Oenothera tetraptera,2004,-84.10083,9.844444
Piper glabrifolium,2003,-84.0675,9.998056
Piqueria trinervia,2004,-83.86667,9.95
Anthurium scandens,2003,-83.88304,9.807028
Heterocondylus vitalbae,2003,-84.26951,9.901377
Montanoa tomentosa,2002,-84.275,9.911111
Cavendishia melastomoides,2002,-84.16056,10.143056
Crotalaria vitellina,2002,-84.14643,9.874204
Alternanthera laguroides,2002,-84.23303,9.933013
Oyedaea verbesinoides,2002,-84.01667,9.830556
Eleusine indica,2005,-84.09445,9.972222
Acrocarpus fraxinifolius,2019,-84.056944,9.970556
Desmodium incanum,2004,-84.15324,9.920767
Galinsoga quadriradiata,2006,-83.96389,10.009722
Lycianthes heteroclita,2003,-84.30142,9.904089
Ayapana elata,2003,-84.26951,9.901377
Citharexylum caudatum,2002,-83.966,9.799003
Muhlenbergia tenella,2002,-84.18333,9.980556
Megathyrsus maximus,2006,-84.15775,9.944678
Tagetes foetidissima,2000,-83.93056,9.963889
Eragrostis ciliaris,2005,-84.26667,9.911111
Fleischmannia microstemon,2004,-84.15324,9.920767
Ligustrum sinense,2006,-84.16167,9.906111
Ocotea sinuata,2005,-84.0675,9.998056
Cynodon dactylon,2004,-84.12778,9.997222
Witheringia solanacea,2004,-84.0675,9.998056
Saurauia montana,2004,-84.01588,10.044203
Syntrichia amphidiacea,2008,-84.133333,10.116667
Groutiella husnotii,2008,-83.8,9.916667
Funaria calvescens,2008,-84.133333,10.116667
Groutiella husnotii,2008,-84.133333,10.116667
Erythrodontium longisetum,2008,-83.8,9.916667
Gaiadendron punctatum,2008,-84.02377,10.048892
Tridax procumbens,2004,-84.15369,9.932521
Aiouea montana,2006,-84.15775,9.944678
Piper irazuanum,2008,-84.10611,10.089444
Erigeron bonariensis,2004,-84.15369,9.932521
Lepidonia lankesteri,2003,-83.85754,9.797956
Lamourouxia lanceolata,2003,-84.15,9.877778
Dendroviguiera sylvatica,2002,-84.27333,9.906667
Anredera cordifolia,2008,-84.09444,9.970833
Leersia ligularis,2005,-84.18333,9.891667
Hebecarpa americana,2004,-84.15324,9.920767
Arachis pintoi,2008,-84.07778,9.995833
Licaria triandra,2008,-84.06556,9.993056
Hebanthe grandiflora,2008,-84.0675,9.998056
Lasianthaea fruticosa,2005,-84.16374,9.907667
Echinochloa colonum,2003,-84.45833,9.927778
Erigeron bonariensis,2005,-83.87844,9.956278
Erigeron karvinskianus,2006,-84.15463,9.883245
Verbesina oerstediana,2002,-84.01729,10.008635
Pilea pteropodon,2008,-83.98668,10.058516
Pilea parietaria,2006,-84.16283,9.902242
Schlegelia parviflora,2005,-84.08278,10.075
Setaria parviflora,2005,-84.15611,9.890833
Sigesbeckia jorullensis,2004,-84.15324,9.920767
Nectandra turbacensis,2007,-84.0675,9.998056
Rhipidocladum racemiflorum,2005,-84.06944,9.994444
Lasiacis nigra,2004,-84.0675,9.998056
Lasiacis nigra,2003,-84.0675,9.998056
Lycianthes acapulcensis,2002,-84.19291,9.921243
Miconia brevitheca,2005,-83.98668,10.058516
Rugoloa polygonata,2006,-84.16283,9.902242
Dichanthelium viscidellum,2006,-83.78333,9.773611
Melampodium costaricense,2003,-84.30142,9.904089
Tithonia rotundifolia,2002,-84.26667,9.922222
Agrostis stolonifera,2003,-84.04083,10.044444
Echinochloa colonum,2005,-84.26667,9.911111
Dendroviguiera sylvatica,2004,-84.15324,9.920767
Chaetium bromoides,2005,-84.12778,9.997222
Oplismenus burmanni,2004,-84.0675,9.998056
Morronea arundinariae,2003,-84.0675,9.998056
Cenchrus purpureus,2002,-84.22917,9.879167
Chromolaena odorata,2002,-84.27333,9.906667
Erechtites valerianifolius,2004,-83.97917,9.777778
Maianthemum gigas,2005,-84.11944,10.133333
Arthraxon hispidus,2003,-84.04083,10.044444
Arthraxon hispidus,2000,-83.81859,9.759833
Poa annua,2005,-84.09445,9.972222
Eragrostis mexicana,2003,-84.0675,9.998056
Leptodontium longicaule,2008,-84.133333,10.116667
Axonopus fissifolius,2006,-83.78333,9.773611
Ocotea mollicella,2002,-84.16101,9.898624
Monopyle maxonii,2008,-84.02347,10.052194
Saurauia montana,2001,-84.12083,10.129167
Neolamarckia cadamba,2001,-84.18214,9.933896
Ocotea cernua,2001,-84.275,9.877778
Podachaenium eminens,2001,-84.17778,9.897222
Zephyranthes minuta,2000,-84.18836,9.896378
Frangula capreifolia,2008,-84.10611,10.089444
Ligustrum lucidum,2006,-84.12778,9.997222
Aiouea montana,2006,-84.07778,9.995833
Vernonanthura stellaris,2002,-84.09444,9.972222
Rauiella lagoensis,2008,-84.116667,10.0
Caladium humboldtii,2007,-84.094444,9.974167
Passiflora adenopoda,2001,-84.27,9.9
Draconopteris draconoptera,2008,-84.0,10.0
Salmea scandens,2002,-84.094444,9.972222
Draconopteris draconoptera,2008,-84.0,10.0
Schliephackea meteorioides,2001,-84.0,10.05
Strongylodon macrobotrys,2023,-84.078736,9.980662
Aristolochia grandiflora,2022,-84.079575,9.981428
Peperomia alpina,2021,-84.040556,10.055278
Peperomia san-joseana,2021,-84.037809,9.851181
Trichanthera gigantea,2023,-84.138731,9.89467
Pouteria calistophylla,2021,-83.965187,10.012135
Peperomia san-joseana,2021,-84.130622,9.877826
Peperomia amphitricha,2021,-84.142782,9.877306
Tillandsia caput-medusae,2021,-84.192752,9.93594
Eucalyptus deglupta,2023,-84.347595,9.940313
Peperomia tenelliformis,2021,-84.151104,9.873601
Passiflora adenopoda,2023,-84.007507,10.016516
Peperomia san-joseana,2021,-84.134598,9.871966
Peperomia hydnostachya,2021,-84.041699,10.051264
Tillandsia butzii,2023,-84.138272,9.873888
Dracaena trifasciata,2023,-84.266812,9.900793
Aristolochia ringens,2022,-84.250413,10.02628
Passiflora biflora,2023,-84.039375,9.914127
Tradescantia zanonia,2023,-84.042499,10.028621
Begonia involucrata,2023,-84.137409,9.877723
Syzygium malaccense,2023,-84.264752,9.914393
Aristolochia grandiflora,2021,-84.020477,9.915822
Carica papaya,2023,-84.072175,9.939229
Clusia rosea,2023,-84.064661,9.925555
Megaskepasma erythrochlamys,2022,-84.249973,10.026091
Brillantaisia owariensis,2022,-83.771548,9.827975
Clusia rosea,2023,-84.114723,9.938025
Palicourea padifolia,2023,-84.004786,10.046686
Ipomoea carnea,2021,-84.029739,9.908971
Ipomoea purpurea,2021,-83.948792,9.914653
Peperomia san-joseana,2020,-84.020762,9.920763
Turnera subulata,2023,-84.1088,9.932465
Pteris vittata,2019,-84.09188,9.934558
Calceolaria tripartita,2022,-83.86156,9.953548
Megaskepasma erythrochlamys,2020,-84.167937,9.987965
Rivina humilis,2023,-84.048343,9.94449
Ensete ventricosum,2023,-84.139715,10.074249
Sanchezia oblonga,2022,-83.769829,9.828361
Calceolaria tripartita,2022,-84.140792,9.889345
Oreopanax xalapensis,2002,-84.13,10.13
Oreopanax capitatus,2002,-84.12,10.11
Frullania dusenii,2006,-84.219783,10.157133
Frullania dusenii,2006,-84.219783,10.157133
Frullania brasiliensis,2006,-83.841617,9.835467
Dichapetalum reliquum,2003,-84.30142,9.904089
Prosthechea brassavolae,2023,-83.841652,9.756429
Momordica charantia,2022,-83.811252,9.828176
Callianthe picta,2022,-83.811252,9.828176
Caesalpinia pulcherrima,2022,-84.096014,9.902819
Musa velutina,2023,-84.274467,10.012614
Ensete ventricosum,2023,-84.127,10.073633
Cyperus papyrus,2023,-84.197345,9.944388
Frantzia pittieri,2021,-84.137398,9.879372
Eryngium carlinae,2017,-83.849119,9.969981
Heliconia rostrata,2023,-84.078847,9.98046
Eryngium carlinae,2017,-83.849119,9.969981
Eryngium carlinae,2019,-84.157997,9.893288
Eucalyptus deglupta,2022,-83.80745,9.812033
Eryngium carlinae,2017,-83.982243,9.8335
Solanum trizygum,2021,-84.143142,9.873106
Thunbergia mysorensis,2023,-84.072487,9.940277
Thunbergia mysorensis,2022,-84.07878,9.981697
Tecoma stans,2023,-84.105747,9.934563
Cordyline fruticosa,2023,-84.078739,9.980568
Solanum trizygum,2021,-84.144889,9.865617
Licaria triandra,2023,-84.116616,10.026614
Ficus benjamina,2012,-84.104416,9.93489
Callianthe picta,2022,-83.800567,9.851563
Callianthe picta,2021,-83.943462,9.909199
Eucalyptus deglupta,2022,-84.113312,9.939816
Stenostephanus leiorhachis,2023,-84.137833,9.888222
Callianthe picta,2017,-83.889454,9.840004
Pachystachys lutea,2023,-84.078613,9.980049
Callianthe picta,2022,-84.090725,9.928066
Spermacoce ovalifolia,2012,-84.094444,9.972222
Spermacoce brownii,2012,-84.294722,9.916945
Peperomia olivacea,2005,-84.18611,9.890278
Citharexylum costaricense,2008,-84.023472,10.052194
Arachnothryx buddleioides,2005,-83.986681,10.058516
Stevia triflora,2005,-84.166667,9.916667
Begonia oaxacana,2014,-83.886111,9.949556
Cenchrus preslii,2008,-84.1645,10.123583
Ipomoea tricolor,2004,-84.077778,9.995833
Ehretia latifolia,2002,-84.161008,9.898624
Ceradenia jungermannioides,2008,-84.079167,10.1
Solanum ramonense,2006,-84.15827,9.891385
Spermacoce alata,2012,-84.093055,9.972778
Elaphoglossum eximium,2004,-84.145833,9.895833
Ceradenia fucoides,2008,-84.079167,10.1
Potentilla indica,2011,-83.878639,9.956444
Bomarea hirsuta,2010,-84.125056,10.130611
Besleria triflora,2007,-84.01131,10.05975
Cestrum aurantiacum,2005,-83.87844,9.956278
Solanum aligerum,2011,-83.87761,9.960444
Salvia polystachia,2007,-84.13944,9.873139
Solanum aligerum,2005,-83.87844,9.956278
Ipomoea batatas,2004,-84.11944,10.127778
Drymonia conchocalyx,2003,-83.98889,10.047222
Ichnanthus nemorosus,2006,-84.26951,9.916747
Scutellaria purpurascens,2010,-84.06917,10.003056
Tinantia erecta,2009,-83.87878,9.932139
Citrus aurantium,2006,-84.09348,9.97362
Notopleura tolimensis,2008,-83.99722,9.886111
Arachnothryx buddleioides,2009,-84.15194,10.079722
Senna occidentalis,2008,-84.0675,9.998056
Witheringia solanacea,2005,-84.31667,9.916667
Miconia doniana,2008,-83.78195,9.75895
Croton schiedeanus,2003,-84.30142,9.904089
Hoffmannia pittieri,2002,-84.16056,10.143056
Crotalaria sagittalis,2002,-84.017289,10.008635
Psychotria nubiphila,2010,-84.01383,10.058083
Blakea henripittieri,2009,-83.78283,9.755611
Cestrum endresii,2007,-84.01131,10.05975
Solanum roblense,2007,-84.13944,9.873139
Calopogonium caeruleum,2006,-84.272222,9.9
Miconia xalapensis,2006,-84.26951,9.916747
Sida haenkeana,2006,-84.15775,9.944678
Digitaria setigera,2005,-84.194444,9.938889
Megathyrsus maximus,2005,-84.194444,9.938889
Witheringia coccoloboides,2004,-84.12493,10.130857
Chiococca pachyphylla,2005,-84.16667,9.916667
Senna septemtrionalis,2005,-84.154632,9.883245
Dichanthelium acuminatum,2002,-84.016667,9.830556
Struthanthus orbicularis,2008,-84.05544,9.974142
Hydrangea peruviana,2002,-84.10611,10.089444
Digitaria setigera,2005,-83.92222,9.882778
Phenax hirtus,2005,-84.123333,10.121667
Lozania mutisiana,2002,-84.017289,10.008635
Anthoxanthum odoratum,2003,-83.85,9.966667
Lippia cardiostegia,2008,-84.1405,9.873417
Lobelia laxiflora,2014,-83.887222,9.9425
Frangula pendula,2005,-84.1838,9.903152
Ipomoea jalapa,2004,-84.26667,9.911111
Ipomoea lindenii,2004,-84.26667,9.911111
Thalictrum lankesteri,2011,-84.187028,9.899361
Tradescantia poelliae,2010,-84.29472,9.916944
Tinantia erecta,2009,-83.87878,9.932139
Citrus aurantium,2006,-84.0675,9.998056
Hoffmannia costaricensis,2008,-84.0,9.89
Miconia oraria,2008,-83.78195,9.75895
Acalypha ferdinandi,2003,-84.30142,9.904089
Miconia tonduzii,2002,-84.16056,10.143056
Solanum aphyodendron,2010,-84.01383,10.058083
Coix lacryma-jobi,2009,-83.78283,9.755611
Miconia conomacrantha,2007,-84.14267,9.87325
Hoffmannia congesta,2007,-84.01131,10.05975
Lasiacis oaxacensis,2006,-84.27222,9.9
Digitaria insularis,2006,-84.09444,9.972222
Echinochloa colonum,2005,-84.194444,9.938889
Cynodon nlemfuensis,2005,-84.19444,9.938889
Cestrum aurantiacum,2004,-84.12493,10.130857
Eragrostis tenuifolia,2005,-84.16667,9.916667
Mollinedia viridiflora,2002,-84.01667,9.830556
Struthanthus quercicola,2008,-84.03926,10.022399
Euphorbia neriifolia,2008,-84.09444,9.972222
Commelina leiocarpa,2005,-84.30142,9.904089
Pavonia peruviana,2004,-84.0675,9.998056
Agave americana,2002,-84.08028,9.979167
Saurauia montana,2004,-84.015885,10.044203
Desmodium caripense,2005,-84.082778,10.075
Polygala paniculata,2005,-84.186111,9.890278
Phenax rugosus,2001,-83.981944,9.770833
Lasiacis ruscifolia,2008,-84.039805,9.903028
Brassica juncea,2005,-84.16374,9.907667
Melinis minutiflora,2004,-84.068056,10.001389
Ocotea mollicella,2002,-84.161008,9.898624
Aiouea montana,2006,-84.077778,9.995833
Ipomoea purpurea,2005,-83.922222,9.882778
Heliotropium verdcourtii,2001,-84.275,9.877778
Forestiera cartaginensis,2006,-84.161667,9.906111
Piper umbellatum,2008,-83.986667,10.058333
Psychotria orosiana,2007,-84.01131,10.05975
Cornus disciflora,2006,-84.12078,10.134833
Myrcia splendens,2004,-84.15463,9.883245
Capsicum chinense,2011,-84.0675,9.998056
Casimiroa sapota,2010,-84.06984,10.007139
Cucumis melo,2009,-84.0675,9.998056
Citrus taitensis,2006,-84.0675,9.998056
Citrus reticulata,2006,-84.10491,9.930234
Palicourea angustifolia,2008,-83.98056,9.888889
Arachnothryx buddleioides,2009,-83.78283,9.755611
Passiflora ligularis,2007,-84.14267,9.87325
Persicaria punctata,2005,-83.986681,10.058516
Hymenocallis littoralis,2000,-84.029167,9.995833
Quercus insignis,2005,-84.154632,9.883245
Ficus costaricana,2003,-84.05,9.933333
Picramnia antidesma,2010,-84.15194,10.079722
Cucurbita argyrosperma,2009,-84.07144,10.022361
Salvia lasiantha,2007,-84.067944,10.001556
Rhynchospora locuples,2002,-83.944444,9.808333
Acalypha leptopoda,2004,-84.15324,9.920767
Malvastrum coromandelianum,2004,-84.15369,9.932521
Spermacoce ovalifolia,2009,-84.0675,9.998056
Anoda cristata,2003,-83.88209,9.835055
Notopleura tolimensis,2008,-84.145,9.872806
Nertera granadensis,2004,-84.12778,9.85
Lolium perenne,2005,-84.156111,9.890833
Euphorbia hyssopifolia,2005,-84.26667,9.911111
Mollinedia viridiflora,2002,-84.16101,9.898624
Phyllanthus niruri,2008,-84.145,9.872806
Trichilia havanensis,2002,-84.01667,9.830556
Sapium pachystachys,2008,-84.05722,10.050833
Pavonia schiedeana,2004,-84.19444,9.938889
Sida rhombifolia,2004,-84.06639,10.005556
Dioscorea mexicana,2002,-84.21667,9.908333
Struthanthus costaricensis,2000,-83.98668,10.058516
Monopyle maxonii,2002,-84.017222,10.008611
Rumex nepalensis,2007,-84.0675,9.998056
Staphylea occidentalis,2008,-84.02425,10.051444
Zapoteca formosa,2005,-84.083333,9.971667
Lozanella enantiophylla,2003,-83.784698,9.753536
Miconia subpeltata,2003,-83.783333,9.755556
Didymoglossum reptans,2004,-84.145833,9.895833
Piper pervelutinum,2003,-84.125,9.844444
Pentas lanceolata,2010,-84.09306,9.972778
Cantinoa mutabilis,2002,-83.97332,9.823341
Cuatresia cuneata,2005,-83.98668,10.058516
Zanthoxylum limoncello,2007,-84.02083,9.843056
Weinmannia pinnata,2004,-84.12778,9.85
Oryctanthus spicatus,2006,-83.90292,9.767726
Zanthoxylum setulosum,2006,-84.15775,9.944678
Picramnia teapensis,2006,-84.10611,10.089444
Cyperus alternifolius,2005,-84.266667,9.916667
Cymbopogon winterianus,2009,-84.283333,9.916667
Caperonia palustris,2009,-84.31806,9.982778
Paspalum candidum,2007,-84.069167,10.003056
Miconia aeruginosa,2008,-84.1558,9.919852
Euphorbia hoffmanniana,2002,-84.01667,9.830556
Sida haenkeana,2006,-84.15463,9.883245
Conostegia pittieri,2006,-84.10611,10.089444
Sida haenkeana,2006,-83.96389,10.009722
Inga vera,2005,-84.15775,9.944678
Acalypha ferdinandi,2004,-84.19444,9.938889
Setaria parviflora,2009,-84.0458,9.878383
Sida repens,2006,-84.15369,9.932521
Oplismenus burmanni,2005,-84.26667,9.922222
Struthanthus quercicola,2002,-83.83333,9.744444
Phyllanthus valerii,2008,-84.02347,10.052194
Malvaviscus arboreus,2004,-84.08978,10.039625
Callisia monandra,2003,-84.0675,9.998056
Hebanthe grandiflora,2008,-84.0675,9.998056
